Month,LocationID,ItemID,BeginningOnHand,PurchasedQty,SoldQty,AdjustmentsQty
2018-02-01,L01,29,41,0,1,0
2018-03-01,L01,29,40,0,6,-4
2018-04-01,L01,29,30,0,4,0
2018-05-01,L01,29,26,0,4,0
2018-06-01,L01,29,22,0,4,0
2018-07-01,L01,29,18,0,3,0
2018-08-01,L01,29,15,75,9,0
2018-09-01,L01,29,81,0,5,0
2018-10-01,L01,29,76,0,2,0
2018-11-01,L01,29,74,0,2,0
2018-12-01,L01,29,72,0,1,0
2019-01-01,L01,29,71,0,1,0
2019-02-01,L01,29,70,0,1,0
2019-03-01,L01,29,69,0,4,0
2019-04-01,L01,29,65,0,5,0
2019-05-01,L01,29,60,0,3,0
2019-06-01,L01,29,57,0,3,-3
2019-07-01,L01,29,51,0,3,0
2019-08-01,L01,29,48,0,2,0
2019-09-01,L01,29,46,0,3,0
2019-10-01,L01,29,43,0,1,-2
2019-11-01,L01,29,40,0,2,-1
2019-12-01,L01,29,37,0,3,0
2020-01-01,L01,29,34,0,3,0
2020-02-01,L01,29,31,0,1,0
2020-03-01,L01,29,30,0,1,0
2020-04-01,L01,29,29,0,5,0
2020-05-01,L01,29,24,0,3,-3
2020-06-01,L01,29,18,0,2,0
2020-07-01,L01,29,16,74,3,0
2020-08-01,L01,29,87,0,4,0
2020-09-01,L01,29,83,0,2,0
2020-10-01,L01,29,81,0,2,0
2020-11-01,L01,29,79,0,3,0
2020-12-01,L01,29,76,0,2,0
2021-01-01,L01,29,74,0,1,0
2021-02-01,L01,29,73,0,4,0
2021-03-01,L01,29,69,0,3,0
2021-04-01,L01,29,66,0,10,0
2021-05-01,L01,29,56,0,2,-5
2021-06-01,L01,29,49,0,3,0
2021-07-01,L01,29,46,0,5,0
2021-08-01,L01,29,41,0,3,-4
2021-09-01,L01,29,34,0,1,0
2021-10-01,L01,29,33,0,2,-3
2021-11-01,L01,29,28,0,1,0
2021-12-01,L01,29,27,0,4,0
2022-01-01,L01,29,23,0,1,0
2022-02-01,L01,29,22,0,3,0
2022-03-01,L01,29,19,0,10,0
2022-04-01,L01,29,9,81,1,0
2022-05-01,L01,29,89,0,4,-5
2022-06-01,L01,29,80,0,6,0
2022-07-01,L01,29,74,0,3,0
2022-08-01,L01,29,71,0,3,-1
2022-09-01,L01,29,67,0,4,0
2022-10-01,L01,29,63,0,3,0
2022-11-01,L01,29,60,0,3,-3
2022-12-01,L01,29,54,0,2,0
2023-01-01,L01,29,52,0,2,0
2023-02-01,L01,29,50,0,3,0
2023-03-01,L01,29,47,0,4,0
2023-04-01,L01,29,43,0,8,0
2023-05-01,L01,29,35,0,3,0
2023-06-01,L01,29,32,0,1,0
2023-07-01,L01,29,31,0,2,0
2023-08-01,L01,29,29,0,8,0
2023-09-01,L01,29,21,0,3,-2
2023-10-01,L01,29,16,74,2,0
2023-11-01,L01,29,88,0,9,0
2023-12-01,L01,29,79,0,4,0
2024-01-01,L01,29,75,0,3,0
2024-02-01,L01,29,72,0,7,0
2024-03-01,L01,29,65,0,8,0
2024-04-01,L01,29,57,0,4,0
2024-05-01,L01,29,53,0,3,0
2024-06-01,L01,29,50,0,5,0
2024-07-01,L01,29,45,0,8,0
2024-08-01,L01,29,37,0,4,0
2024-09-01,L01,29,33,0,5,0
2024-10-01,L01,29,28,0,1,0
2024-11-01,L01,29,27,0,8,0
2024-12-01,L01,29,19,0,6,0
2025-01-01,L01,29,13,77,6,0
2025-02-01,L01,29,84,0,9,0
2025-03-01,L01,29,75,0,9,0
2025-04-01,L01,29,66,0,10,0
2025-05-01,L01,29,56,0,5,-4
2025-06-01,L01,29,47,0,9,0
2025-07-01,L01,29,38,0,11,0
2025-08-01,L01,29,27,0,5,-3
2025-09-01,L01,29,19,0,11,0
2025-10-01,L01,29,8,82,5,-3
2025-11-01,L01,29,82,0,8,0
2025-12-01,L01,29,74,0,9,0
2017-01-01,L01,30,76,0,0,0
2017-02-01,L01,30,76,0,1,0
2017-03-01,L01,30,75,0,3,0
2017-04-01,L01,30,72,0,3,0
2017-05-01,L01,30,69,0,3,0
2017-06-01,L01,30,66,0,2,0
2017-07-01,L01,30,64,0,4,0
2017-08-01,L01,30,60,0,3,0
2017-09-01,L01,30,57,0,2,0
2017-10-01,L01,30,55,0,3,-2
2017-11-01,L01,30,50,0,3,-1
2017-12-01,L01,30,46,0,1,0
2018-01-01,L01,30,45,0,1,0
2018-02-01,L01,30,44,0,1,0
2018-03-01,L01,30,43,0,0,-2
2018-04-01,L01,30,41,0,3,0
2018-05-01,L01,30,38,0,5,0
2018-06-01,L01,30,33,0,5,-2
2018-07-01,L01,30,26,0,3,0
2018-08-01,L01,30,23,0,4,0
2018-09-01,L01,30,19,0,0,0
2018-10-01,L01,30,19,0,2,0
2018-11-01,L01,30,17,0,1,0
2018-12-01,L01,30,16,0,4,0
2019-01-01,L01,30,12,64,3,-1
2019-02-01,L01,30,72,0,1,0
2019-03-01,L01,30,71,0,6,0
2019-04-01,L01,30,65,0,6,0
2019-05-01,L01,30,59,0,5,0
2019-06-01,L01,30,54,0,4,0
2019-07-01,L01,30,50,0,1,0
2019-08-01,L01,30,49,0,6,0
2019-09-01,L01,30,43,0,4,-1
2019-10-01,L01,30,38,0,3,0
2019-11-01,L01,30,35,0,2,0
2019-12-01,L01,30,33,0,0,0
2020-01-01,L01,30,33,0,3,0
2020-02-01,L01,30,30,0,0,0
2020-03-01,L01,30,30,0,5,0
2020-04-01,L01,30,25,0,0,0
2020-05-01,L01,30,25,0,2,0
2020-06-01,L01,30,23,0,3,0
2020-07-01,L01,30,20,0,5,0
2020-08-01,L01,30,15,61,4,0
2020-09-01,L01,30,72,0,4,0
2020-10-01,L01,30,68,0,6,-2
2020-11-01,L01,30,60,0,2,-2
2020-12-01,L01,30,56,0,2,0
2021-01-01,L01,30,54,0,3,-1
2021-02-01,L01,30,50,0,2,0
2021-03-01,L01,30,48,0,6,2
2021-04-01,L01,30,44,0,3,0
2021-05-01,L01,30,41,0,5,0
2021-06-01,L01,30,36,0,1,0
2021-07-01,L01,30,35,0,5,0
2021-08-01,L01,30,30,0,7,-2
2021-09-01,L01,30,21,0,4,0
2021-10-01,L01,30,17,0,1,0
2021-11-01,L01,30,16,0,3,-3
2021-12-01,L01,30,10,66,4,0
2022-01-01,L01,30,72,0,1,0
2022-02-01,L01,30,71,0,0,0
2022-03-01,L01,30,71,0,5,-2
2022-04-01,L01,30,64,0,8,0
2022-05-01,L01,30,56,0,5,0
2022-06-01,L01,30,51,0,4,0
2022-07-01,L01,30,47,0,6,0
2022-08-01,L01,30,41,0,9,0
2022-09-01,L01,30,32,0,6,0
2022-10-01,L01,30,26,0,2,0
2022-11-01,L01,30,24,0,3,0
2022-12-01,L01,30,21,0,2,-3
2023-01-01,L01,30,16,0,6,0
2023-02-01,L01,30,10,66,6,0
2023-03-01,L01,30,70,0,5,0
2023-04-01,L01,30,65,0,6,0
2023-05-01,L01,30,59,0,3,0
2023-06-01,L01,30,56,0,3,0
2023-07-01,L01,30,53,0,2,0
2023-08-01,L01,30,51,0,2,0
2023-09-01,L01,30,49,0,3,0
2023-10-01,L01,30,46,0,4,0
2023-11-01,L01,30,42,0,6,0
2023-12-01,L01,30,36,0,5,0
2024-01-01,L01,30,31,0,8,0
2024-02-01,L01,30,23,0,2,-3
2024-03-01,L01,30,18,0,6,-2
2024-04-01,L01,30,10,66,6,0
2024-05-01,L01,30,70,0,2,0
2024-06-01,L01,30,68,0,6,0
2024-07-01,L01,30,62,0,6,0
2024-08-01,L01,30,56,0,4,0
2024-09-01,L01,30,52,0,1,0
2024-10-01,L01,30,51,0,5,2
2024-11-01,L01,30,48,0,4,-1
2024-12-01,L01,30,43,0,6,0
2025-01-01,L01,30,37,0,16,0
2025-02-01,L01,30,21,0,9,0
2025-03-01,L01,30,12,64,5,0
2025-04-01,L01,30,71,0,9,0
2025-05-01,L01,30,62,0,3,0
2025-06-01,L01,30,59,0,11,0
2025-07-01,L01,30,48,0,8,0
2025-08-01,L01,30,40,0,7,0
2025-09-01,L01,30,33,0,2,0
2025-10-01,L01,30,31,0,7,0
2025-11-01,L01,30,24,0,3,0
2025-12-01,L01,30,21,0,5,0
2017-01-01,L01,31,58,0,0,0
2017-02-01,L01,31,58,0,2,0
2017-03-01,L01,31,56,0,2,0
2017-04-01,L01,31,54,0,6,0
2017-05-01,L01,31,48,0,5,0
2017-06-01,L01,31,43,0,1,0
2017-07-01,L01,31,42,0,4,0
2017-08-01,L01,31,38,0,4,0
2017-09-01,L01,31,34,0,2,-3
2017-10-01,L01,31,29,0,0,0
2017-11-01,L01,31,29,0,2,0
2017-12-01,L01,31,27,0,1,-4
2018-01-01,L01,31,22,0,2,0
2018-02-01,L01,31,20,0,3,0
2018-03-01,L01,31,17,0,3,0
2018-04-01,L01,31,14,0,1,0
2018-05-01,L01,31,13,0,2,1
2018-06-01,L01,31,12,0,6,0
2018-07-01,L01,31,6,52,3,0
2018-08-01,L01,31,55,0,6,0
2018-09-01,L01,31,49,0,2,0
2018-10-01,L01,31,47,0,2,0
2018-11-01,L01,31,45,0,1,0
2018-12-01,L01,31,44,0,4,0
2019-01-01,L01,31,40,0,1,0
2019-02-01,L01,31,39,0,0,0
2019-03-01,L01,31,39,0,7,0
2019-04-01,L01,31,32,0,4,-4
2019-05-01,L01,31,24,0,3,0
2019-06-01,L01,31,21,0,2,0
2019-07-01,L01,31,19,0,3,0
2019-08-01,L01,31,16,0,1,0
2019-09-01,L01,31,15,0,3,2
2019-10-01,L01,31,14,0,7,0
2019-11-01,L01,31,7,51,2,0
2019-12-01,L01,31,56,0,0,0
2020-01-01,L01,31,56,0,3,0
2020-02-01,L01,31,53,0,4,0
2020-03-01,L01,31,49,0,0,0
2020-04-01,L01,31,49,0,3,0
2020-05-01,L01,31,46,0,4,0
2020-06-01,L01,31,42,0,2,0
2020-07-01,L01,31,40,0,3,0
2020-08-01,L01,31,37,0,8,0
2020-09-01,L01,31,29,0,3,0
2020-10-01,L01,31,26,0,2,0
2020-11-01,L01,31,24,0,2,0
2020-12-01,L01,31,22,0,4,0
2021-01-01,L01,31,18,0,0,0
2021-02-01,L01,31,18,0,2,0
2021-03-01,L01,31,16,0,3,0
2021-04-01,L01,31,13,0,5,0
2021-05-01,L01,31,8,50,7,0
2021-06-01,L01,31,51,0,4,0
2021-07-01,L01,31,47,0,1,0
2021-08-01,L01,31,46,0,4,0
2021-09-01,L01,31,42,0,5,0
2021-10-01,L01,31,37,0,3,-2
2021-11-01,L01,31,32,0,2,0
2021-12-01,L01,31,30,0,1,-3
2022-01-01,L01,31,26,0,3,0
2022-02-01,L01,31,23,0,0,0
2022-03-01,L01,31,23,0,9,0
2022-04-01,L01,31,14,0,5,-2
2022-05-01,L01,31,7,51,1,0
2022-06-01,L01,31,57,0,5,0
2022-07-01,L01,31,52,0,5,-2
2022-08-01,L01,31,45,0,3,0
2022-09-01,L01,31,42,0,6,0
2022-10-01,L01,31,36,0,0,0
2022-11-01,L01,31,36,0,4,0
2022-12-01,L01,31,32,0,4,0
2023-01-01,L01,31,28,0,3,0
2023-02-01,L01,31,25,0,2,0
2023-03-01,L01,31,23,0,3,0
2023-04-01,L01,31,20,0,7,0
2023-05-01,L01,31,13,0,4,0
2023-06-01,L01,31,9,49,3,0
2023-07-01,L01,31,55,0,6,0
2023-08-01,L01,31,49,0,1,0
2023-09-01,L01,31,48,0,2,0
2023-10-01,L01,31,46,0,4,0
2023-11-01,L01,31,42,0,4,0
2023-12-01,L01,31,38,0,3,0
2024-01-01,L01,31,35,0,5,0
2024-02-01,L01,31,30,0,3,0
2024-03-01,L01,31,27,0,6,0
2024-04-01,L01,31,21,0,5,0
2024-05-01,L01,31,16,0,6,0
2024-06-01,L01,31,10,48,3,0
2024-07-01,L01,31,55,0,6,0
2024-08-01,L01,31,49,0,8,0
2024-09-01,L01,31,41,0,3,0
2024-10-01,L01,31,38,0,2,0
2024-11-01,L01,31,36,0,4,0
2024-12-01,L01,31,32,0,8,0
2025-01-01,L01,31,24,0,8,0
2025-02-01,L01,31,16,0,6,0
2025-03-01,L01,31,10,48,7,0
2025-04-01,L01,31,51,0,8,0
2025-05-01,L01,31,43,0,10,0
2025-06-01,L01,31,33,0,6,0
2025-07-01,L01,31,27,0,6,0
2025-08-01,L01,31,21,0,5,0
2025-09-01,L01,31,16,0,4,0
2025-10-01,L01,31,12,0,9,0
2025-11-01,L01,31,3,55,9,0
2025-12-01,L01,31,49,0,9,0
2017-01-01,L01,32,43,0,2,0
2017-02-01,L01,32,41,0,3,0
2017-03-01,L01,32,38,0,4,0
2017-04-01,L01,32,34,0,5,0
2017-05-01,L01,32,29,0,5,0
2017-06-01,L01,32,24,0,4,0
2017-07-01,L01,32,20,0,2,0
2017-08-01,L01,32,18,0,3,0
2017-09-01,L01,32,15,0,2,-3
2017-10-01,L01,32,10,0,1,0
2017-11-01,L01,32,9,0,3,-1
2017-12-01,L01,32,5,38,2,0
2018-01-01,L01,32,41,0,1,0
2018-02-01,L01,32,40,0,1,-1
2018-03-01,L01,32,38,0,3,0
2018-04-01,L01,32,35,0,5,0
2018-05-01,L01,32,30,0,5,0
2018-06-01,L01,32,25,0,5,0
2018-07-01,L01,32,20,0,2,0
2018-08-01,L01,32,18,0,2,0
2018-09-01,L01,32,16,0,7,0
2018-10-01,L01,32,9,0,2,0
2018-11-01,L01,32,7,36,1,0
2018-12-01,L01,32,42,0,3,-3
2019-01-01,L01,32,36,0,5,0
2019-02-01,L01,32,31,0,2,-1
2019-03-01,L01,32,28,0,6,0
2019-04-01,L01,32,22,0,5,-3
2019-05-01,L01,32,14,0,1,0
2019-06-01,L01,32,13,0,2,1
2019-07-01,L01,32,12,0,1,0
2019-08-01,L01,32,11,0,2,0
2019-09-01,L01,32,9,0,0,0
2019-10-01,L01,32,9,0,8,-2
2019-11-01,L01,32,0,43,1,0
2019-12-01,L01,32,42,0,2,0
2020-01-01,L01,32,40,0,0,0
2020-02-01,L01,32,40,0,3,0
2020-03-01,L01,32,37,0,4,0
2020-04-01,L01,32,33,0,4,0
2020-05-01,L01,32,29,0,6,0
2020-06-01,L01,32,23,0,3,0
2020-07-01,L01,32,20,0,3,0
2020-08-01,L01,32,17,0,3,0
2020-09-01,L01,32,14,0,2,0
2020-10-01,L01,32,12,0,6,0
2020-11-01,L01,32,6,37,5,0
2020-12-01,L01,32,38,0,2,0
2021-01-01,L01,32,36,0,1,0
2021-02-01,L01,32,35,0,3,0
2021-03-01,L01,32,32,0,3,-5
2021-04-01,L01,32,24,0,6,0
2021-05-01,L01,32,18,0,5,0
2021-06-01,L01,32,13,0,7,0
2021-07-01,L01,32,6,37,3,0
2021-08-01,L01,32,40,0,4,0
2021-09-01,L01,32,36,0,7,0
2021-10-01,L01,32,29,0,2,0
2021-11-01,L01,32,27,0,2,0
2021-12-01,L01,32,25,0,0,0
2022-01-01,L01,32,25,0,3,0
2022-02-01,L01,32,22,0,3,-4
2022-03-01,L01,32,15,0,1,0
2022-04-01,L01,32,14,0,9,0
2022-05-01,L01,32,5,38,8,0
2022-06-01,L01,32,35,0,6,0
2022-07-01,L01,32,29,0,4,0
2022-08-01,L01,32,25,0,5,0
2022-09-01,L01,32,20,0,5,0
2022-10-01,L01,32,15,0,1,0
2022-11-01,L01,32,14,0,5,0
2022-12-01,L01,32,9,0,3,0
2023-01-01,L01,32,6,37,9,0
2023-02-01,L01,32,34,0,5,0
2023-03-01,L01,32,29,0,1,0
2023-04-01,L01,32,28,0,4,-2
2023-05-01,L01,32,22,0,5,0
2023-06-01,L01,32,17,0,7,0
2023-07-01,L01,32,10,0,3,0
2023-08-01,L01,32,7,36,2,0
2023-09-01,L01,32,41,0,6,0
2023-10-01,L01,32,35,0,7,0
2023-11-01,L01,32,28,0,4,0
2023-12-01,L01,32,24,0,3,-3
2024-01-01,L01,32,18,0,6,0
2024-02-01,L01,32,12,0,6,0
2024-03-01,L01,32,6,37,4,-2
2024-04-01,L01,32,37,0,8,0
2024-05-01,L01,32,29,0,2,0
2024-06-01,L01,32,27,0,1,0
2024-07-01,L01,32,26,0,13,0
2024-08-01,L01,32,13,0,3,0
2024-09-01,L01,32,10,0,4,0
2024-10-01,L01,32,6,37,6,-3
2024-11-01,L01,32,34,0,5,0
2024-12-01,L01,32,29,0,7,0
2025-01-01,L01,32,22,0,11,0
2025-02-01,L01,32,11,0,10,0
2025-03-01,L01,32,1,42,10,-4
2025-04-01,L01,32,29,0,6,0
2025-05-01,L01,32,23,0,6,0
2025-06-01,L01,32,17,0,3,0
2025-07-01,L01,32,14,0,8,0
2025-08-01,L01,32,6,37,6,0
2025-09-01,L01,32,37,0,10,0
2025-10-01,L01,32,27,0,12,0
2025-11-01,L01,32,15,0,7,0
2025-12-01,L01,32,8,35,8,0
2017-01-01,L01,33,42,0,0,0
2017-02-01,L01,33,42,0,0,-4
2017-03-01,L01,33,38,0,5,0
2017-04-01,L01,33,33,0,5,0
2017-05-01,L01,33,28,0,7,0
2017-06-01,L01,33,21,0,3,0
2017-07-01,L01,33,18,0,4,0
2017-08-01,L01,33,14,0,7,0
2017-09-01,L01,33,7,35,1,0
2017-10-01,L01,33,41,0,1,0
2017-11-01,L01,33,40,0,2,0
2017-12-01,L01,33,38,0,4,0
2018-01-01,L01,33,34,0,2,0
2018-02-01,L01,33,32,0,1,0
2018-03-01,L01,33,31,0,4,0
2018-04-01,L01,33,27,0,4,0
2018-05-01,L01,33,23,0,2,0
2018-06-01,L01,33,21,0,3,0
2018-07-01,L01,33,18,0,6,0
2018-08-01,L01,33,12,0,1,0
2018-09-01,L01,33,11,0,5,0
2018-10-01,L01,33,6,36,1,0
2018-11-01,L01,33,41,0,0,0
2018-12-01,L01,33,41,0,2,0
2019-01-01,L01,33,39,0,2,0
2019-02-01,L01,33,37,0,1,0
2019-03-01,L01,33,36,0,3,0
2019-04-01,L01,33,33,0,3,0
2019-05-01,L01,33,30,0,1,-4
2019-06-01,L01,33,25,0,5,0
2019-07-01,L01,33,20,0,11,0
2019-08-01,L01,33,9,0,3,0
2019-09-01,L01,33,6,36,2,0
2019-10-01,L01,33,40,0,8,0
2019-11-01,L01,33,32,0,3,0
2019-12-01,L01,33,29,0,1,0
2020-01-01,L01,33,28,0,2,0
2020-02-01,L01,33,26,0,2,0
2020-03-01,L01,33,24,0,7,0
2020-04-01,L01,33,17,0,4,1
2020-05-01,L01,33,14,0,3,0
2020-06-01,L01,33,11,0,4,-3
2020-07-01,L01,33,4,38,6,0
2020-08-01,L01,33,36,0,5,0
2020-09-01,L01,33,31,0,3,0
2020-10-01,L01,33,28,0,6,0
2020-11-01,L01,33,22,0,2,-1
2020-12-01,L01,33,19,0,3,0
2021-01-01,L01,33,16,0,4,0
2021-02-01,L01,33,12,0,3,0
2021-03-01,L01,33,9,0,4,0
2021-04-01,L01,33,5,37,1,0
2021-05-01,L01,33,41,0,5,0
2021-06-01,L01,33,36,0,5,0
2021-07-01,L01,33,31,0,13,0
2021-08-01,L01,33,18,0,4,0
2021-09-01,L01,33,14,0,4,0
2021-10-01,L01,33,10,0,4,0
2021-11-01,L01,33,6,36,0,0
2021-12-01,L01,33,42,0,1,0
2022-01-01,L01,33,41,0,4,0
2022-02-01,L01,33,37,0,1,0
2022-03-01,L01,33,36,0,2,0
2022-04-01,L01,33,34,0,6,0
2022-05-01,L01,33,28,0,10,0
2022-06-01,L01,33,18,0,4,-3
2022-07-01,L01,33,11,0,4,0
2022-08-01,L01,33,7,35,3,0
2022-09-01,L01,33,39,0,4,1
2022-10-01,L01,33,36,0,4,0
2022-11-01,L01,33,32,0,2,1
2022-12-01,L01,33,31,0,0,0
2023-01-01,L01,33,31,0,3,0
2023-02-01,L01,33,28,0,3,0
2023-03-01,L01,33,25,0,9,0
2023-04-01,L01,33,16,0,8,0
2023-05-01,L01,33,8,34,8,0
2023-06-01,L01,33,34,0,3,-2
2023-07-01,L01,33,29,0,3,0
2023-08-01,L01,33,26,0,1,0
2023-09-01,L01,33,25,0,1,0
2023-10-01,L01,33,24,0,2,0
2023-11-01,L01,33,22,0,3,0
2023-12-01,L01,33,19,0,4,0
2024-01-01,L01,33,15,0,5,0
2024-02-01,L01,33,10,0,9,0
2024-03-01,L01,33,1,41,7,-3
2024-04-01,L01,33,32,0,6,0
2024-05-01,L01,33,26,0,1,0
2024-06-01,L01,33,25,0,8,0
2024-07-01,L01,33,17,0,2,0
2024-08-01,L01,33,15,0,0,0
2024-09-01,L01,33,15,0,3,0
2024-10-01,L01,33,12,0,5,-1
2024-11-01,L01,33,6,36,7,0
2024-12-01,L01,33,35,0,5,0
2025-01-01,L01,33,30,0,6,0
2025-02-01,L01,33,24,0,4,0
2025-03-01,L01,33,20,0,8,0
2025-04-01,L01,33,12,0,11,0
2025-05-01,L01,33,1,41,6,0
2025-06-01,L01,33,36,0,4,-2
2025-07-01,L01,33,30,0,6,0
2025-08-01,L01,33,24,0,13,0
2025-09-01,L01,33,11,0,8,0
2025-10-01,L01,33,3,39,5,0
2025-11-01,L01,33,37,0,8,0
2025-12-01,L01,33,29,0,7,0
2017-01-01,L01,34,99,0,2,0
2017-02-01,L01,34,97,0,1,0
2017-03-01,L01,34,96,0,4,0
2017-04-01,L01,34,92,0,3,0
2017-05-01,L01,34,89,0,6,-1
2017-06-01,L01,34,82,0,5,0
2017-07-01,L01,34,77,0,5,0
2017-08-01,L01,34,72,0,4,0
2017-09-01,L01,34,68,0,2,-2
2017-10-01,L01,34,64,0,1,0
2017-11-01,L01,34,63,0,3,0
2017-12-01,L01,34,60,0,2,0
2018-01-01,L01,34,58,0,4,0
2018-02-01,L01,34,54,0,5,0
2018-03-01,L01,34,49,0,2,0
2018-04-01,L01,34,47,0,3,0
2018-05-01,L01,34,44,0,6,0
2018-06-01,L01,34,38,0,4,0
2018-07-01,L01,34,34,0,5,0
2018-08-01,L01,34,29,0,2,-2
2018-09-01,L01,34,25,0,3,0
2018-10-01,L01,34,22,0,2,-2
2018-11-01,L01,34,18,81,3,0
2018-12-01,L01,34,96,0,0,0
2019-01-01,L01,34,96,0,0,0
2019-02-01,L01,34,96,0,0,0
2019-03-01,L01,34,96,0,2,-1
2019-04-01,L01,34,93,0,2,0
2019-05-01,L01,34,91,0,4,0
2019-06-01,L01,34,87,0,2,0
2019-07-01,L01,34,85,0,1,0
2019-08-01,L01,34,84,0,3,0
2019-09-01,L01,34,81,0,5,0
2019-10-01,L01,34,76,0,6,0
2019-11-01,L01,34,70,0,3,0
2019-12-01,L01,34,67,0,3,0
2020-01-01,L01,34,64,0,1,-1
2020-02-01,L01,34,62,0,3,0
2020-03-01,L01,34,59,0,5,0
2020-04-01,L01,34,54,0,2,0
2020-05-01,L01,34,52,0,3,0
2020-06-01,L01,34,49,0,1,0
2020-07-01,L01,34,48,0,5,0
2020-08-01,L01,34,43,0,7,2
2020-09-01,L01,34,38,0,4,0
2020-10-01,L01,34,34,0,6,0
2020-11-01,L01,34,28,0,1,0
2020-12-01,L01,34,27,0,2,0
2021-01-01,L01,34,25,0,1,0
2021-02-01,L01,34,24,0,2,0
2021-03-01,L01,34,22,0,6,0
2021-04-01,L01,34,16,83,5,-3
2021-05-01,L01,34,91,0,4,0
2021-06-01,L01,34,87,0,8,0
2021-07-01,L01,34,79,0,8,-4
2021-08-01,L01,34,67,0,6,0
2021-09-01,L01,34,61,0,3,0
2021-10-01,L01,34,58,0,1,0
2021-11-01,L01,34,57,0,6,0
2021-12-01,L01,34,51,0,1,0
2022-01-01,L01,34,50,0,2,0
2022-02-01,L01,34,48,0,4,0
2022-03-01,L01,34,44,0,6,0
2022-04-01,L01,34,38,0,6,0
2022-05-01,L01,34,32,0,1,0
2022-06-01,L01,34,31,0,5,0
2022-07-01,L01,34,26,0,4,2
2022-08-01,L01,34,24,0,0,0
2022-09-01,L01,34,24,0,1,0
2022-10-01,L01,34,23,0,3,0
2022-11-01,L01,34,20,0,0,0
2022-12-01,L01,34,20,0,1,0
2023-01-01,L01,34,19,80,1,0
2023-02-01,L01,34,98,0,4,-4
2023-03-01,L01,34,90,0,5,0
2023-04-01,L01,34,85,0,2,-2
2023-05-01,L01,34,81,0,2,-1
2023-06-01,L01,34,78,0,1,-2
2023-07-01,L01,34,75,0,3,0
2023-08-01,L01,34,72,0,10,0
2023-09-01,L01,34,62,0,5,0
2023-10-01,L01,34,57,0,5,-3
2023-11-01,L01,34,49,0,3,0
2023-12-01,L01,34,46,0,4,0
2024-01-01,L01,34,42,0,7,0
2024-02-01,L01,34,35,0,2,0
2024-03-01,L01,34,33,0,6,0
2024-04-01,L01,34,27,0,5,0
2024-05-01,L01,34,22,0,10,-3
2024-06-01,L01,34,9,90,5,0
2024-07-01,L01,34,94,0,2,-3
2024-08-01,L01,34,89,0,3,0
2024-09-01,L01,34,86,0,7,0
2024-10-01,L01,34,79,0,3,0
2024-11-01,L01,34,76,0,3,0
2024-12-01,L01,34,73,0,4,0
2025-01-01,L01,34,69,0,9,0
2025-02-01,L01,34,60,0,7,0
2025-03-01,L01,34,53,0,7,0
2025-04-01,L01,34,46,0,9,0
2025-05-01,L01,34,37,0,9,0
2025-06-01,L01,34,28,0,9,0
2025-07-01,L01,34,19,80,8,-4
2025-08-01,L01,34,87,0,6,0
2025-09-01,L01,34,81,0,7,0
2025-10-01,L01,34,74,0,6,0
2025-11-01,L01,34,68,0,4,-5
2025-12-01,L01,34,59,0,3,0
2017-01-01,L01,35,61,0,2,0
2017-02-01,L01,35,59,0,1,0
2017-03-01,L01,35,58,0,4,-4
2017-04-01,L01,35,50,0,1,1
2017-05-01,L01,35,50,0,9,0
2017-06-01,L01,35,41,0,1,0
2017-07-01,L01,35,40,0,4,0
2017-08-01,L01,35,36,0,5,0
2017-09-01,L01,35,31,0,3,0
2017-10-01,L01,35,28,0,1,0
2017-11-01,L01,35,27,0,0,-2
2017-12-01,L01,35,25,0,0,0
2018-01-01,L01,35,25,0,2,2
2018-02-01,L01,35,25,0,1,0
2018-03-01,L01,35,24,0,1,0
2018-04-01,L01,35,23,0,1,0
2018-05-01,L01,35,22,0,7,0
2018-06-01,L01,35,15,0,4,0
2018-07-01,L01,35,11,50,5,0
2018-08-01,L01,35,56,0,2,0
2018-09-01,L01,35,54,0,2,0
2018-10-01,L01,35,52,0,4,-3
2018-11-01,L01,35,45,0,1,0
2018-12-01,L01,35,44,0,0,0
2019-01-01,L01,35,44,0,5,-3
2019-02-01,L01,35,36,0,3,0
2019-03-01,L01,35,33,0,4,0
2019-04-01,L01,35,29,0,1,0
2019-05-01,L01,35,28,0,5,2
2019-06-01,L01,35,25,0,4,0
2019-07-01,L01,35,21,0,3,0
2019-08-01,L01,35,18,0,2,0
2019-09-01,L01,35,16,0,3,0
2019-10-01,L01,35,13,0,8,0
2019-11-01,L01,35,5,56,2,0
2019-12-01,L01,35,59,0,1,0
2020-01-01,L01,35,58,0,2,-5
2020-02-01,L01,35,51,0,1,0
2020-03-01,L01,35,50,0,2,0
2020-04-01,L01,35,48,0,1,0
2020-05-01,L01,35,47,0,6,0
2020-06-01,L01,35,41,0,2,0
2020-07-01,L01,35,39,0,5,0
2020-08-01,L01,35,34,0,8,0
2020-09-01,L01,35,26,0,5,0
2020-10-01,L01,35,21,0,5,0
2020-11-01,L01,35,16,0,2,0
2020-12-01,L01,35,14,0,4,0
2021-01-01,L01,35,10,51,5,-1
2021-02-01,L01,35,55,0,2,0
2021-03-01,L01,35,53,0,5,-2
2021-04-01,L01,35,46,0,4,-5
2021-05-01,L01,35,37,0,2,-4
2021-06-01,L01,35,31,0,5,-5
2021-07-01,L01,35,21,0,2,-3
2021-08-01,L01,35,16,0,1,0
2021-09-01,L01,35,15,0,3,0
2021-10-01,L01,35,12,49,0,0
